
Ecole primaire Le Peloux;Public;Académie de Lyon;250;106 passage de l'école du PELOUX - 01000 Bourg-en-Bresse;Bourg-en-Bresse;0474211455;ce.0011368G@ac-lyon.fr
Ecole primaire Les Vennes;Public;Académie de Lyon;322;4 rue Racine - 01000 Bourg-en-Bresse;Bourg-en-Bresse;0474424625;ce.0011271B@ac-lyon.fr
Ecole primaire Louis Parant;Public;Académie de Lyon;198;10 rue des Blanchisseries - 01000 Bourg-en-Bresse;Bourg-en-Bresse;0474424730;ce.0010803T@ac-lyon.fr
Ecole primaire privée Jeanne d'Arc;Privé;Académie de Lyon;157;35 avenue Jean Jaurès - 01000 Bourg-en-Bresse;Bourg-en-Bresse;0474210714;ce.0010269m@ac-lyon.fr
Ecole primaire privée Notre-Dame;Privé;Académie de Lyon;327;8 rue de Varenne - 01000 Bourg-en-Bresse;Bourg-en-Bresse;0474236736;ce.0010270n@ac-lyon.fr
Ecole primaire privée Saint Louis-Saint Vincent;Privé;Académie de Lyon;359;2 ter rue Cabuchet - 01000 Bourg-en-Bresse;Bourg-en-Bresse;0474503838;ce.0011289w@ac-lyon.fr
Ecole primaire privée Sainte Marie;Privé;Académie de Lyon;199;9 rue Georges Guynemer - 01000 Bourg-en-Bresse;Bourg-en-Bresse;0474213508;ce.0010287g@ac-lyon.fr
Ecole primaire publique Alphonse Daudet;Public;Académie de Lyon;288;23 rue de la Croix-Blanche - 01000 Bourg-en-Bresse;Bourg-en-Bresse;0474453693;ce.0011369H@ac-lyon.fr
Ecole primaire publique l'Alagnier;Public;Académie de Lyon;138;3 rue de l'Alagnier - 01000 Bourg-en-Bresse;Bourg-en-Bresse;0474453791;ce.0011367F@ac-lyon.fr
Ecole primaire Saint-Exupéry;Public;Académie de Lyon;247;9 rue Louis Blériot - 01000 Bourg-en-Bresse;Bourg-en-Bresse;0474554500;ce.0010986S@ac-lyon.fr
Ecole primaire Village;Public;Académie de Lyon;326;Rue des Ecoles - 01000 Saint-Denis-lès-Bourg;Saint-Denis-lès-Bourg;0474242482;ce.0011090E@ac-lyon.fr
Collège de Brou;Public;Académie de Lyon;;21 quai Henri Groboz - 01000 Bourg-en-Bresse;Bourg-en-Bresse;0474455100;ce.0010823P@ac-lyon.fr
Collège du Revermont;Public;Académie de Lyon;;9 avenue de Jasseron - 01000 Bourg-en-Bresse;Bourg-en-Bresse;0474231334;ce.0010018P@ac-lyon.fr
Collège Jeanne d'Arc;Privé;Académie de Lyon;;35 avenue Jean Jaurès - 01000 Bourg-en-Bresse;Bourg-en-Bresse;0474210714;secretariat@college01.com
Collège Saint-Joseph;Privé;Académie de Lyon;;3 bis rue du Lycée - 01000 Bourg-en-Bresse;Bourg-en-Bresse;0474458872;accueil@collegesaintjoseph.com
Collège Saint-Pierre;Privé;Académie de Lyon;;33 rue Samaritaine - 01000 Bourg-en-Bresse;Bourg-en-Bresse;0474321092;contact@college-saintpierre.eu
Collège Thomas Riboud;Public;Académie de Lyon;;120 rue Charles Demia - 01000 Bourg-en-Bresse;Bourg-en-Bresse;0474323170;ce.0011275F@ac-lyon.fr
Collège Victoire Daubié;Public;Académie de Lyon;;60 place Camille Claudel - 01000 Bourg-en-Bresse;Bourg-en-Bresse;0474451393;ce.0010974D@ac-lyon.fr
Collège Yvon Morandat;Public;Académie de Lyon;;62 rue Denis Girod - 01000 Saint-Denis-lès-Bourg;Saint-Denis-lès-Bourg;0474321390;ce.0011333U@ac-lyon.fr
Lycée d'enseignement général, technologique et professionnel agricole Les Sardières;Public;Académie de Lyon;;79 route de Jasseron - 01000 Bourg-en-Bresse;Bourg-en-Bresse;0474455080;legta.bourg-en-bresse@educagri.fr
Lycée professionnel Saint-Joseph;Privé;Académie de Lyon;;3 bis rue du Lycée - 01000 Bourg-en-Bresse;Bourg-en-Bresse;0474458880;contact@lycee-saint-joseph.org
Etablissement régional d'enseignement adapté Philibert Commerson;Public;Académie de Lyon;;1250 Chemin de la Chagne - 01000 Bourg-en-Bresse;Bourg-en-Bresse;0474456100;ce.0010966v@ac-lyon.fr
Centre d'information et d'orientation, Bourg-en-Bresse;None;Académie de Lyon;;34 rue Général Delestraint - 01000 Bourg-en-Bresse;Bourg-en-Bresse;0474213408;cio-bourg@ac-lyon.fr
Lycée professionnel Gabriel Voisin;Public;Académie de Lyon;;21 avenue de Jasseron - BP 80164 - 01001 Bourg-en-Bresse;Bourg-en-Bresse;0474230255;ce.0011118K@ac-lyon.fr
Lycée Saint-Pierre;Privé;Académie de Lyon;;7 rue Villeneuve - BP 12 - 01001 Bourg-en-Bresse;Bourg-en-Bresse;0474321090;contact@lycee-saintpierre.eu
Lycée Edgar Quinet;Public;Académie de Lyon;;5 avenue Jean-Marie Verne - BP 302 - 01011 Bourg-en-Bresse;Bourg-en-Bresse;0474212465;ce.0010014k@ac-lyon.fr
Lycée Lalande;Public;Académie de Lyon;;16 rue du Lycée - BP 301 - 01011 Bourg-en-Bresse;Bourg-en-Bresse;0474236355;ce.0010013J@ac-lyon.fr
Lycée polyvalent Joseph-Marie Carriat;Public;Académie de Lyon;;1 rue de Crouÿ - BP 60309 - 01011 Bourg-en-Bresse;Bourg-en-Bresse;0474321848;ce.0010016M@ac-lyon.fr
Lycée professionnel Marcelle Pardé;Public;Académie de Lyon;;47 avenue Alsace-Lorraine - BP 303 - 01011 Bourg-en-Bresse;Bourg-en-Bresse;0474327675;ce.0010021T@ac-lyon.fr
Section d'enseignement professionnel du lycée polyvalent Joseph-Marie Carriat;Public;Académie de Lyon;;1 rue de Crouÿ - BP 60309 - 01011 Bourg-en-Bresse;Bourg-en-Bresse;0474321848;ce.0010017N@ac-lyon.fr
ECOLE DE LA LIBERTE;Public;Académie de Lyon;69;49 place de la mairie LE BOURG - 01090 Genouilleux;Genouilleux;0474660655;ce.0011178A@ac-lyon.fr
Ecole élémentaire;Public;Académie de Lyon;214;Rue des Jardiniers - 01090 Montmerle-sur-Saône;Montmerle-sur-Saône;0474693610;ce.0011114F@ac-lyon.fr
Ecole maternelle;Public;Académie de Lyon;105;Rue des Jardiniers - 01090 Montmerle-sur-Saône;Montmerle-sur-Saône;0474694384;ce.0011115G@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;90;Place de l'Eglise - 01090 Guéreins;Guéreins;0474660609;ce.0010344U@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;114;50 chemin de Betheneins LE BOURG - 01090 Montceaux;Montceaux;0474696278;ce.0010347X@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;155;Place de la mairie - 01090 Francheleins;Francheleins;0474694396;ce.0011219V@ac-lyon.fr
Ecole primaire privée;Privé;Académie de Lyon;51;Rue des Charmes - 01090 Guéreins;Guéreins;0474664394;ce.0010832z@ac-lyon.fr
Ecole primaire privée Saint Joseph;Privé;Académie de Lyon;158;13 rue de Châtillon - 01090 Montmerle-sur-Saône;Montmerle-sur-Saône;0474693253;ce.0010843l@ac-lyon.fr
Collège du Val de Saône;Public;Académie de Lyon;;286 route de Francheleins - 01090 Montceaux;Montceaux;0426476462;ce.0011415H@ac-lyon.fr
Ecole élémentaire Bernard Clavel;Public;Académie de Lyon;117;38 rue Général de Gaulle - 01100 Arbent;Arbent;0474776920;ce.0010160U@ac-lyon.fr
Ecole élémentaire Jean Moulin;Public;Académie de Lyon;188;Place des Déportés - 01100 Oyonnax;Oyonnax;0474770546;ce.0010180R@ac-lyon.fr
Ecole élémentaire La Forge;Public;Académie de Lyon;246;49 route de la Forge - 01100 Oyonnax;Oyonnax;0474773011;ce.0011264U@ac-lyon.fr
Ecole élémentaire La Victoire;Public;Académie de Lyon;176;3 RUE DE LA VICTOIRE - 01100 Oyonnax;Oyonnax;0474770541;ce.0010181S@ac-lyon.fr
Ecole élémentaire Le Planet;Public;Académie de Lyon;81;Rue Jules Ferry - 01100 Arbent;Arbent;0474775105;ce.0010159T@ac-lyon.fr
Ecole élémentaire Les Sources;Public;Académie de Lyon;118;Rue des Ecoles - BP 104 - 01100 Bellignat;Bellignat;0474772583;ce.0010922X@ac-lyon.fr
Ecole élémentaire Louis Armand;Public;Académie de Lyon;139;42 rue Louis Armand - 01100 Oyonnax;Oyonnax;0474770612;ce.0011026K@ac-lyon.fr
Ecole élémentaire Pasteur Nord;Public;Académie de Lyon;224;11 rue Edgar Quinet - 01100 Oyonnax;Oyonnax;0474772253;ce.0010182T@ac-lyon.fr
Ecole élémentaire Pasteur Sud;Public;Académie de Lyon;200;8 rue Molière - 01100 Oyonnax;Oyonnax;0474772297;ce.0010183U@ac-lyon.fr
Ecole élémentaire Pré des Saules;Public;Académie de Lyon;96;Rue Rouget de Lisle - 01100 Bellignat;Bellignat;0474737328;ce.0011168P@ac-lyon.fr
ECOLE ELEMENTAIRE PUBLIQUE;Public;Académie de Lyon;102;Rue des Ecoles - 01100 Martignat;Martignat;0474811274;ce.0010139W@ac-lyon.fr
Ecole élémentaire publique L'Eglisette;Public;Académie de Lyon;134;Rue de l'Eglisette - 01100 Oyonnax;Oyonnax;0474813916;ce.0011110B@ac-lyon.fr
Ecole maternelle;Public;Académie de Lyon;59;185 rue du Centre - 01100 Martignat;Martignat;0474811262;ce.0011027L@ac-lyon.fr
Ecole maternelle Centre;Public;Académie de Lyon;95;17 rue Michelet - 01100 Oyonnax;Oyonnax;0474770962;ce.0010188Z@ac-lyon.fr
Ecole maternelle Daudet Pagnol;Public;Académie de Lyon;109;8 rue Courteline - 01100 Oyonnax;Oyonnax;0474772327;ce.0010186X@ac-lyon.fr
Ecole maternelle Françoise Dolto;Public;Académie de Lyon;60;Rue du Maquis - 01100 Arbent;Arbent;0474773803;ce.0011141K@ac-lyon.fr
Ecole maternelle L'Eglisette;Public;Académie de Lyon;66;Rue de l'Eglisette - 01100 Oyonnax;Oyonnax;0474773225;ce.0011109A@ac-lyon.fr
Ecole maternelle La Forge;Public;Académie de Lyon;82;35 route de la Forge - 01100 Oyonnax;Oyonnax;0474773591;ce.0010891N@ac-lyon.fr
Ecole maternelle Les Sources;Public;Académie de Lyon;60;Avenue de la Gare - 01100 Bellignat;Bellignat;0474770449;ce.0010921W@ac-lyon.fr
Ecole maternelle Louis Armand;Public;Académie de Lyon;80;42 rue Louis Armand - 01100 Oyonnax;Oyonnax;0474773411;ce.0011025J@ac-lyon.fr
Ecole maternelle Pasteur;Public;Académie de Lyon;76;6 rue Molière - 01100 Oyonnax;Oyonnax;0474772252;ce.0010184V@ac-lyon.fr
Ecole maternelle Paul Rivet;Public;Académie de Lyon;86;51 boulevard Dupuy - 01100 Oyonnax;Oyonnax;0474772513;ce.0010800P@ac-lyon.fr
Ecole maternelle Pré des Saules;Public;Académie de Lyon;63;Rue Rouget de Lisle - 01100 Bellignat;Bellignat;0474737326;ce.0011165L@ac-lyon.fr
Ecole maternelle Simone Veil;Public;Académie de Lyon;121;9 rue du Maquis - 01100 Oyonnax;Oyonnax;0474770960;ce.0010187Y@ac-lyon.fr
Ecole maternelle Sud;Public;Académie de Lyon;74;9 rue de Nierme - 01100 Oyonnax;Oyonnax;0474770961;ce.0010157R@ac-lyon.fr
Ecole maternelle Village;Public;Académie de Lyon;53;86 rue Général Andrea - 01100 Arbent;Arbent;0474774311;ce.0011043D@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;54;87 rue de Geilles GEILLES - 01100 Oyonnax;Oyonnax;0474738589;ce.0010158S@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;100;NERCIAT - 01100 Groissiat;Groissiat;0474778387;ce.0010171F@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;54;87 rue de Geilles GEILLES - 01100 Oyonnax;Oyonnax;0474738589;ce.0010158S@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;152;Rue Louis Pergaud VEYZIAT - 01100 Oyonnax;Oyonnax;0474772230;ce.0010141Y@ac-lyon.fr
Ecole primaire privée Saint Joseph;Privé;Académie de Lyon;426;76 rue Michelet - 01100 Oyonnax;Oyonnax;0474770881;ce.0010846p@ac-lyon.fr
Collège Jean Rostand;Public;Académie de Lyon;;9 rue Marcel Gaget - 01100 Arbent;Arbent;0474771579;ce.0010987T@ac-lyon.fr
Collège Saint-Joseph;Privé;Académie de Lyon;;12 rue Jules Michelet - 01100 Oyonnax;Oyonnax;0474735930;college@saintjoseph-oyonnax.com
Lycée polyvalent Arbez-Carme;Public;Académie de Lyon;;1 rue Pierre et Marie Curie - 01100 Bellignat;Bellignat;0474819797;ce.0011119L@ac-lyon.fr
Lycée Saint-Joseph;Privé;Académie de Lyon;;12 rue Michelet - 01100 Oyonnax;Oyonnax;0474735930;direction-college@saintjoseph-oyonnax.com
Section d'enseignement professionnel du lycée polyvalent Arbez Carme;Public;Académie de Lyon;;1 rue Pierre et Marie Curie - 01100 Bellignat;Bellignat;0474819797;ce.0011119L@ac-lyon.fr
Centre d'information et d'orientation, Oyonnax;None;Académie de Lyon;;22 rue Victor Hugo - 01101 Oyonnax;Oyonnax;0474779422;cio-oyonnax@ac-lyon.fr
Collège Ampère;Public;Académie de Lyon;;63 A Route de la Forge - BP 804 - 01108 Oyonnax;Oyonnax;0474819595;ce.0010802S@ac-lyon.fr
Collège Louis Lumière;Public;Académie de Lyon;;61 route de la Forge - BP 803 - 01108 Oyonnax;Oyonnax;0474819555;ce.0010035H@ac-lyon.fr
Lycée polyvalent Paul Painlevé;Public;Académie de Lyon;;13 place des déportés de 1944 - BP 813 - 01108 Oyonnax;Oyonnax;0474812100;ce.0010034G@ac-lyon.fr
Section d'enseignement professionnel du lycée polyvalent Paul Painlevé;Public;Académie de Lyon;;13 place des Déportés de 1944 - BP 813 - 01108 Oyonnax;Oyonnax;0474812100;ce.0011281M@ac-lyon.fr
Ecole élémentaire;Public;Académie de Lyon;172;252 rue du Bief Chapuis HAUTEVILLE LOMPNES - 01110 Plateau d'Hauteville;d'Hauteville;047353768;ce.0010942U@ac-lyon.fr
Ecole élémentaire de Thézillieu;Public;Académie de Lyon;11;Route de l'Eglise THEZILLIEU - 01110 Plateau d'Hauteville;d'Hauteville;0474375998;ce.0010207V@ac-lyon.fr
ECOLE ELEMENTAIRE PUBLIQUE;Public;Académie de Lyon;29;Route d'Evosges - 01110 Aranc;Aranc;0474385606;ce.0010237C@ac-lyon.fr
ECOLE ELEMENTAIRE PUBLIQUE;Public;Académie de Lyon;44;135 rue Principale - 01110 Brénod;Brénod;0474360302;ce.0010439X@ac-lyon.fr
Ecole maternelle Centre;Public;Académie de Lyon;78;Rue Masonod HAUTEVILLE LOMPNES - 01110 Plateau d'Hauteville;d'Hauteville;0474353711;ce.0010233Y@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;58;60 place de la mairie CHAMPDOR - 01110 Champdor-Corcelles;Champdor-Corcelles;0474402500;ce.0010404J@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;68;107 rue Pré la Belle CORMARANCHE-EN-BUGEY - 01110 Plateau d'Hauteville;d'Hauteville;0474352280;ce.0010205T@ac-lyon.fr
Ecole primaire privée Les Opportuns;Privé;Académie de Lyon;;55 rue Nationale - 01110 Plateau d'Hauteville;d'Hauteville;0000000000;ce.0011435e@ac-lyon.fr
Collège Paul Sixdenier;Public;Académie de Lyon;;95 rue des Enfants de l'espérance - 01110 Plateau d'Hauteville;d'Hauteville;0474353239;ce.0010025X@ac-lyon.fr
Ecole élémentaire;Public;Académie de Lyon;280;Place des Tilleuls - 01120 Dagneux;Dagneux;0478064309;ce.0011089D@ac-lyon.fr
Ecole élémentaire Alphonse Daudet;Public;Académie de Lyon;298;Route de Jailleux - 01120 Montluel;Montluel;0478062103;ce.0010491D@ac-lyon.fr
ECOLE ELEMENTAIRE BRUNET;Public;Académie de Lyon;253;277 rue Joseph Guinet - 01120 La Boisse;Boisse;0478064593;ce.0010505U@ac-lyon.fr
Ecole Maternelle;Public;Académie de Lyon;28;88 chemin de l'école JAILLEUX - 01120 Montluel;Montluel;0478065322;ce.0010494G@ac-lyon.fr
Ecole maternelle;Public;Académie de Lyon;142;Place des Tilleuls - 01120 Dagneux;Dagneux;0478063393;ce.0011079T@ac-lyon.fr
ECOLE MATERNELLE L'ENVOL;Public;Académie de Lyon;151;Impasse du Raclet - 01120 La Boisse;Boisse;0478060878;ce.0010506V@ac-lyon.fr
ECOLE MATERNELLE PUBLIQUE;Public;Académie de Lyon;79;113 chemin de la Combette - 01120 Pizay;Pizay;0478064895;ce.0010528U@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;138;Rue Mairie - 01120 Thil;Thil;0478065855;ce.0010278X@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;52;LE BOURG - 01120 Sainte-Croix;Sainte-Croix;0478066317;ce.0010531X@ac-lyon.fr
Ecole primaire privée Saint Louis;Privé;Académie de Lyon;298;Rue du Pensionnat - 01120 Dagneux;Dagneux;0472251250;ce.0010299v@ac-lyon.fr
Ecole primaire privée Saint Vincent de Paul;Privé;Académie de Lyon;105;310 grande rue - 01120 Montluel;Montluel;0478063778;ce.0010842k@ac-lyon.fr
Ecole primaire Saint-Exupéry;Public;Académie de Lyon;259;2 cours Condé - 01120 Montluel;Montluel;0478061762;ce.0010492E@ac-lyon.fr
Ecole primaire Victor Duruy;Public;Académie de Lyon;178;Rue Henri Dunant - 01120 Niévroz;Niévroz;0478061926;ce.0010507W@ac-lyon.fr
LES MINIS COLIBRIS;Privé;Académie de Lyon;;80 allée du château - 01120 Sainte-Croix;Sainte-Croix;0651662587;lesminicolibris@gmail.com
Collège Marcel Aymé;Public;Académie de Lyon;;chemin de Marigneux - 01120 Dagneux;Dagneux;0478062800;ce.0011142L@ac-lyon.fr
Collège Saint-Louis;Privé;Académie de Lyon;;Rue du Pensionnat - 01120 Dagneux;Dagneux;0472251250;nat.st.louis.dagneux@orange.fr
Lycée de la Côtière;Public;Académie de Lyon;;270 chemin du Grand Casset - La Boisse, BP 610 - 01120 La Boisse;Boisse;0472253000;ce.0011326L@ac-lyon.fr
Collège Emile Cizain;Public;Académie de Lyon;;1 avenue Ostfildern - BP 159 - 01124 Montluel;Montluel;0478061724;ce.0010796K@ac-lyon.fr
Ecole élémentaire;Public;Académie de Lyon;25;Village Village d'en Bas - 01130 Charix;Charix;0474755066;ce.0010145C@ac-lyon.fr
Ecole maternelle;Public;Académie de Lyon;74;10 place d'Armes - 01130 Nantua;Nantua;0474750382;ce.0010142Z@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;83;CHEF LIEU - 01130 Saint-Germain-de-Joux;Saint-Germain-de-Joux;0450598311;ce.0010602Z@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;175;32 rue Docteur Mercier - 01130 Nantua;Nantua;0474751266;ce.0011251E@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;58;LE POIZAT - 01130 Le Poizat-Lalleyriat;Poizat-Lalleyriat;0474753206;ce.0010155N@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;64;Rue de la Devy - 01130 Les Neyrolles;Neyrolles;0474751095;ce.0010154M@ac-lyon.fr
Ecole primaire privée Sainte Thérèse;Privé;Académie de Lyon;134;Rue de l'Abbaye - 01130 Nantua;Nantua;0474750320;ce.0010844m@ac-lyon.fr
RPI ECHALLON-BELLEYDOUX ECOLE DE LA SEMINE;Public;Académie de Lyon;94;45 rue des Combelles LA PALLUD - 01130 Echallon;Echallon;0474764952;ce.0011214P@ac-lyon.fr
Collège Xavier Bichat;Public;Académie de Lyon;;18 rue du Maquis - 01130 Nantua;Nantua;0474759930;ce.0011068F@ac-lyon.fr
Lycée polyvalent Xavier Bichat;Public;Académie de Lyon;;Avenue du Lac - BP 51 - 01130 Nantua;Nantua;0474759950;ce.0010032E@ac-lyon.fr
Lycée professionnel privé rural de l'Ain;Privé;Académie de Lyon;;5 rue du Dr Levrat - 01130 Nantua;Nantua;0474750719;secretariat.nantua@lppr01.com
Section d'enseignement professionnel du lycée polyvalent Xavier Bichat;Public;Académie de Lyon;;Avenue du Lac - BP 51 - 01130 Nantua;Nantua;0474759950;ce.0011280L@ac-lyon.fr
Ecole élémentaire;Public;Académie de Lyon;40;LE PELOUX - 01140 Peyzieux-sur-Saône;Peyzieux-sur-Saône;0474697139;ce.0010350A@ac-lyon.fr
Ecole élémentaire;Public;Académie de Lyon;100;16 avenue des Ecoles - 01140 Thoissey;Thoissey;0474040401;ce.0010340P@ac-lyon.fr
Ecole maternelle;Public;Académie de Lyon;37;Rue de Bel Air - 01140 Thoissey;Thoissey;0474697476;ce.0010805V@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;110;LE BOURG - 01140 Mogneneins;Mogneneins;0474049221;ce.0010346W@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;66;56 chemin du Centre - 01140 Garnerans;Garnerans;0474697867;ce.0010342S@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;59;LE BOURG - 01140 Illiat;Illiat;0474240776;ce.0010345V@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;170;7 rue Dombes - 01140 Saint-Etienne-sur-Chalaronne;Saint-Etienne-sur-Chalaronne;0474240875;ce.0011014X@ac-lyon.fr
Ecole primaire Françoise Dolto;Public;Académie de Lyon;178;251 rue des Huguets - 01140 Saint-Didier-sur-Chalaronne;Saint-Didier-sur-Chalaronne;0474697147;ce.0011274E@ac-lyon.fr
Ecole primaire privée Sainte Marie;Privé;Académie de Lyon;222;813 avenue de la Libération - 01140 Saint-Didier-sur-Chalaronne;Saint-Didier-sur-Chalaronne;0474040593;ce.0010851v@ac-lyon.fr
Collège Bel Air;Public;Académie de Lyon;;583 rue Albert Camus - 01140 Thoissey;Thoissey;0474066730;ce.0010042R@ac-lyon.fr
Collège Saint-Joseph;Privé;Académie de Lyon;;132 rue Joseph Berlioz - 01140 Saint-Didier-sur-Chalaronne;Saint-Didier-sur-Chalaronne;0474040095;secretariat@st-joseph01.fr
Lycée Saint-Joseph;Privé;Académie de Lyon;;132 rue Joseph Berlioz - 01140 Saint-Didier-sur-Chalaronne;Saint-Didier-sur-Chalaronne;0474040095;secretariat@st-joseph01.fr
ECOLE DU MUGUET;Public;Académie de Lyon;168;159 rue de l'Ecole - 01150 Leyment;Leyment;0474349180;ce.0011099P@ac-lyon.fr
Ecole élémentaire du Vieux Château;Public;Académie de Lyon;226;53 rue Trélacour - 01150 Lagnieu;Lagnieu;0474357510;ce.0010465A@ac-lyon.fr
Ecole élémentaire Les Charmettes;Public;Académie de Lyon;191;161 rue des Charmettes - 01150 Lagnieu;Lagnieu;0474357260;ce.0010466B@ac-lyon.fr
ECOLE ELEMENTAIRE PUBLIQUE;Public;Académie de Lyon;11;2 place de la mairie - 01150 Souclin;Souclin;0474376563;ce.0010482U@ac-lyon.fr
Ecole maternelle Centre;Public;Académie de Lyon;73;12 rue des Ecoles - 01150 Lagnieu;Lagnieu;0474357295;ce.0010467C@ac-lyon.fr
Ecole maternelle L'Etraz;Public;Académie de Lyon;67;275 avenue de l'Etraz - 01150 Lagnieu;Lagnieu;0474358457;ce.0011031R@ac-lyon.fr
Ecole maternelle Les Tournelles;Public;Académie de Lyon;90;Allée Guy de la Verpillière - 01150 Lagnieu;Lagnieu;0474357663;ce.0010797L@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;166;1558 rue de Claires Fontaines - 01150 Saint-Vulbas;Saint-Vulbas;0474615257;ce.0011287U@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;111;109 grande rue - 01150 Saint-Sorlin-en-Bugey;Saint-Sorlin-en-Bugey;0474348322;ce.0010477N@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;98;Rue des Ecoles - 01150 Villebois;Villebois;0474366063;ce.0010485X@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;75;52 rue Ecoles - 01150 Sault-Brénaz;Sault-Brénaz;0474376200;ce.0010953F@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;118;Rue Mairie - 01150 Sainte-Julie;Sainte-Julie;0474619346;ce.0010476M@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;190;99 chemin de Ruvaison - 01150 Blyes;Blyes;0474615438;ce.0010881C@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;118;Rue Principale - 01150 Vaux-en-Bugey;Vaux-en-Bugey;0474357336;ce.0011092G@ac-lyon.fr
Ecole primaire;Public;Académie de Lyon;166;Route Sainte-Julie - 01150 Chazey-sur-Ain;Chazey-sur-Ain;0474619072;ce.0011344F@ac-lyon.fr
Ecole primaire privée Jeanne d'Arc;Privé;Académie de Lyon;78;30 rue Charles de Gaulle - 01150 Lagnieu;Lagnieu;0474357376;ce.0010836d@ac-lyon.fr
Collège de la Plaine de l'Ain;Public;Académie de Lyon;;59 rue du collège - 01150 Leyment;Leyment;0474349900;ce.0011300H@ac-lyon.fr
Ecole des courses hippiques;Privé;Académie de Lyon;;Parc du Cheval - Le Luizard - 01150 Chazey-sur-Ain;Chazey-sur-Ain;0478006690;rch-chazey@afasec.fr
Lycée professionnel agricole Saint-Sorlin;Privé;Académie de Lyon;;10 place de la Halle - 01150 Saint-Sorlin-en-Bugey;Saint-Sorlin-en-Bugey;0474357234;contact@lyceesaintsorlin.org
